0 0.000001 0.000001 
1 0.000002 0.000002 
2 0.000002 0.000001 
3 0.000001 0.000001 
4 0.000010 0.000003 
5 0.000008 0.000003 
6 0.000023 0.000004 
7 0.000017 0.000004 
8 0.000023 0.000004 
9 0.000043 0.000006 
10 0.000052 0.000007 
28 0.000313 0.000031 
33 0.000795 0.000028 
36 0.000403 0.000059 
38 0.000392 0.000052 
41 0.000452 0.000059 
46 0.000462 0.000063 
52 0.000556 0.000094 
79 0.001996 0.000231 
92 0.001486 0.000303 
95 0.001983 0.000365 
99 0.001754 0.000374 
100 0.002216 0.000458 
104 0.001890 0.000389 
112 0.002093 0.000403 
117 0.002097 0.000508 
119 0.002819 0.000472 
122 0.002177 0.000560 
125 0.002213 0.000588 
135 0.003015 0.000646 
148 0.003835 0.000939 
152 0.003881 0.000932 
153 0.004688 0.000803 
155 0.004552 0.000829 
174 0.004704 0.001188 
180 0.005283 0.001066 
185 0.005992 0.001268 
188 0.006236 0.001360 
190 0.005518 0.001372 
192 0.005079 0.001271 
210 0.006300 0.001942 
226 0.006599 0.001868 
229 0.007053 0.002065 
237 0.007177 0.002060 
239 0.007528 0.002089 
242 0.007471 0.002173 
249 0.007211 0.002383 
250 0.007038 0.002149 
265 0.009865 0.002641 
268 0.009166 0.002650 
278 0.010374 0.002945 
292 0.011248 0.002868 
307 0.013145 0.003511 
311 0.015728 0.004288 
314 0.012824 0.003746 
319 0.013095 0.003824 
323 0.013278 0.003671 
326 0.014048 0.004023 
332 0.014633 0.004856 
347 0.015564 0.004968 
348 0.016771 0.004969 
371 0.017427 0.005243 
377 0.016613 0.005913 
378 0.017347 0.005579 
384 0.017446 0.005604 
392 0.017850 0.006511 
401 0.017980 0.006017 
402 0.018379 0.006613 
408 0.018876 0.006376 
411 0.019167 0.006685 
412 0.019097 0.007084 
421 0.022000 0.007811 
424 0.018895 0.006419 
435 0.019694 0.007036 
440 0.020375 0.007322 
445 0.020837 0.007773 
455 0.021316 0.008764 
458 0.021217 0.008447 
461 0.021485 0.007083 
465 0.020932 0.008041 
475 0.022168 0.009104 
493 0.024628 0.010209 
496 0.024239 0.010291 
500 0.023224 0.010680 
519 0.025743 0.010909 
525 0.027441 0.010290 
526 0.025839 0.011374 
527 0.027010 0.011392 
530 0.028564 0.010814 
532 0.028816 0.010591 
538 0.030329 0.011760 
544 0.031023 0.011533 
549 0.031415 0.013571 
553 0.032879 0.012788 
562 0.033469 0.012345 
564 0.033863 0.013047 
572 0.034057 0.013544 
575 0.033227 0.012241 
576 0.035590 0.014071 
577 0.035449 0.014092 
580 0.036934 0.014386 
590 0.036560 0.013642 
594 0.036894 0.013565 
595 0.037382 0.014771 
596 0.038860 0.013384 
601 0.037722 0.014037 
604 0.039727 0.014731 
617 0.046655 0.018940 
628 0.041166 0.016603 
644 0.045235 0.016244 
648 0.042192 0.016315 
651 0.043444 0.018703 
654 0.043689 0.016774 
669 0.048096 0.017604 
676 0.047702 0.020245 
679 0.052647 0.023532 
689 0.046726 0.019592 
702 0.049391 0.019964 
711 0.048024 0.019176 
718 0.049652 0.021416 
731 0.051434 0.021455 
734 0.049672 0.019994 
748 0.056746 0.025413 
755 0.052642 0.024731 
759 0.054219 0.025987 
766 0.052722 0.023546 
772 0.056347 0.027114 
785 0.056128 0.026162 
790 0.056820 0.027240 
800 0.059588 0.025244 
803 0.058914 0.026981 
807 0.058117 0.027193 
822 0.060815 0.030868 
824 0.058709 0.026785 
829 0.061143 0.031295 
837 0.060755 0.029489 
845 0.061784 0.029855 
853 0.062371 0.030956 
855 0.067596 0.030283 
867 0.064542 0.031592 
868 0.063684 0.032715 
876 0.063702 0.032203 
877 0.063732 0.033695 
889 0.064133 0.032911 
900 0.068081 0.035068 
903 0.066967 0.033771 
904 0.065269 0.033931 
909 0.065199 0.034486 
915 0.068170 0.036412 
928 0.067915 0.036138 
929 0.066580 0.032951 
931 0.067992 0.037839 
932 0.073802 0.037759 
942 0.068235 0.037907 
945 0.068249 0.036956 
954 0.069604 0.041220 
960 0.069635 0.038933 
961 0.070416 0.044035 
962 0.070830 0.042675 
973 0.069403 0.037744 
977 0.071093 0.042817 
978 0.087960 0.055323 
983 0.070526 0.041938 
986 0.071204 0.040496 
990 0.070975 0.040100 
994 0.071413 0.042217 
