0 0.000003 
1 0.000001 
2 0.000001 
3 0.000000 
4 0.000001 
5 0.000001 
6 0.000001 
7 0.000000 
8 0.000001 
9 0.000001 
10 0.000001 
17 0.000001 
25 0.000001 
39 0.000001 
46 0.000001 
50 0.000001 
53 0.000000 
56 0.000001 
57 0.000001 
58 0.000000 
68 0.000001 
76 0.000001 
79 0.000001 
89 0.000001 
93 0.000000 
103 0.000001 
113 0.000001 
114 0.000000 
124 0.000001 
128 0.000001 
134 0.000001 
150 0.000001 
156 0.000001 
205 0.000001 
228 0.000002 
230 0.000001 
247 0.000001 
271 0.000001 
279 0.000000 
291 0.000001 
294 0.000001 
296 0.000001 
298 0.000001 
300 0.000001 
323 0.000001 
332 0.000001 
333 0.000001 
336 0.000002 
338 0.000001 
344 0.000000 
359 0.000001 
366 0.000002 
372 0.000001 
405 0.000001 
407 0.000001 
408 0.000002 
420 0.000002 
427 0.000002 
437 0.000000 
443 0.000001 
449 0.000001 
452 0.000002 
458 0.000001 
524 0.000001 
528 0.000001 
531 0.000001 
539 0.000001 
559 0.000001 
571 0.000001 
584 0.000001 
585 0.000001 
590 0.000001 
642 0.000001 
660 0.000001 
683 0.000002 
701 0.000001 
703 0.000001 
723 0.000001 
763 0.000002 
765 0.000002 
775 0.000002 
779 0.000001 
821 0.000001 
835 0.000001 
839 0.000001 
841 0.000001 
842 0.000001 
843 0.000001 
857 0.000001 
900 0.000001 
915 0.000002 
920 0.000001 
937 0.000001 
942 0.000002 
954 0.000001 
957 0.000002 
966 0.000001 
987 0.000001 
1034 0.000001 
1046 0.000002 
1057 0.000002 
1065 0.000001 
1079 0.000003 
1089 0.000001 
1094 0.000001 
1101 0.000002 
1107 0.000002 
1114 0.000001 
1123 0.000002 
1134 0.000001 
1137 0.000002 
1140 0.000002 
1141 0.000002 
1142 0.000002 
1145 0.000002 
1151 0.000001 
1154 0.000002 
1155 0.000001 
1163 0.000003 
1180 0.000002 
1218 0.000002 
1221 0.000002 
1233 0.000003 
1245 0.000002 
1248 0.000001 
1263 0.000001 
1264 0.000001 
1335 0.000001 
1341 0.000001 
1347 0.000002 
1375 0.000001 
1391 0.000001 
1394 0.000002 
1395 0.000002 
1398 0.000001 
1426 0.000001 
1434 0.000002 
1443 0.000002 
1451 0.000001 
1464 0.000001 
1467 0.000002 
1471 0.000002 
1482 0.000003 
1490 0.000002 
1504 0.000002 
1520 0.000001 
1525 0.000002 
1535 0.000002 
1537 0.000002 
1543 0.000002 
1545 0.000001 
1554 0.000002 
1557 0.000002 
1562 0.000002 
1571 0.000002 
1573 0.000003 
1594 0.000001 
1601 0.000002 
1608 0.000002 
1620 0.000002 
1621 0.000001 
1640 0.000002 
1650 0.000002 
1689 0.000002 
1693 0.000002 
1709 0.000002 
1724 0.000002 
1749 0.000002 
1750 0.000003 
1764 0.000004 
1770 0.000003 
1787 0.000002 
1788 0.000003 
1797 0.000002 
1798 0.000002 
1808 0.000002 
1811 0.000002 
1840 0.000003 
1843 0.000002 
1848 0.000003 
1853 0.000003 
1865 0.000001 
1867 0.000002 
1878 0.000002 
1903 0.000002 
1911 0.000001 
1914 0.000002 
1922 0.000003 
1940 0.000001 
1945 0.000001 
1968 0.000001 
1979 0.000003 
2017 0.000002 
2056 0.000002 
2062 0.000003 
2064 0.000002 
2068 0.000004 
2086 0.000003 
2093 0.000002 
2094 0.000002 
2098 0.000002 
2100 0.000002 
2106 0.000003 
2112 0.000004 
2115 0.000002 
2117 0.000002 
2152 0.000002 
2164 0.000003 
2172 0.000003 
2178 0.000002 
2193 0.000001 
2194 0.000001 
2195 0.000002 
2212 0.000002 
2213 0.000002 
2222 0.000002 
2237 0.000001 
2246 0.000002 
2264 0.000003 
2266 0.000002 
2286 0.000002 
2299 0.000003 
2303 0.000003 
2307 0.000002 
2308 0.000003 
2309 0.000003 
2310 0.000002 
2314 0.000003 
2327 0.000001 
2338 0.000003 
2340 0.000002 
2346 0.000002 
2358 0.000002 
2363 0.000002 
2366 0.000002 
2368 0.000002 
2381 0.000003 
2389 0.000002 
2399 0.000002 
2400 0.000002 
2425 0.000004 
2436 0.000002 
2449 0.000003 
2456 0.000003 
2460 0.000003 
2475 0.000002 
2476 0.000002 
2487 0.000003 
2497 0.000002 
2511 0.000002 
2518 0.000001 
2519 0.000002 
2522 0.000002 
2525 0.000004 
2537 0.000003 
2540 0.000002 
2542 0.000001 
2543 0.000003 
2558 0.000002 
2579 0.000001 
2582 0.000003 
2596 0.000002 
2600 0.000002 
2610 0.000002 
2621 0.000003 
2628 0.000003 
2631 0.000003 
2656 0.000002 
2661 0.000002 
2671 0.000002 
2679 0.000002 
2687 0.000003 
2691 0.000002 
2700 0.000002 
2713 0.000002 
2716 0.000002 
2729 0.000002 
2744 0.000002 
2756 0.000001 
2765 0.000001 
2772 0.000002 
2778 0.000002 
2790 0.000002 
2800 0.000001 
2822 0.000002 
2829 0.000002 
2840 0.000002 
2843 0.000003 
2851 0.000003 
2866 0.000002 
2870 0.000002 
2888 0.000002 
2889 0.000002 
2905 0.000004 
2910 0.000003 
2918 0.000002 
2947 0.000004 
2966 0.000002 
2985 0.000002 
3005 0.000002 
3018 0.000002 
3021 0.000001 
3029 0.000002 
3030 0.000002 
3040 0.000003 
3046 0.000002 
3053 0.000003 
3059 0.000001 
3066 0.000003 
3107 0.000002 
3109 0.000002 
3131 0.000002 
3142 0.000002 
3154 0.000002 
3169 0.000003 
3184 0.000003 
3196 0.000003 
3212 0.000003 
3214 0.000003 
3225 0.000002 
3228 0.000002 
3229 0.000002 
3237 0.000002 
3238 0.000002 
3243 0.000003 
3275 0.000004 
3276 0.000002 
3296 0.000002 
3298 0.000003 
3337 0.000003 
3341 0.000004 
3350 0.000002 
3358 0.000001 
3364 0.000003 
3375 0.000003 
3379 0.000004 
3385 0.000003 
3392 0.000003 
3401 0.000002 
3418 0.000003 
3419 0.000002 
3428 0.000003 
3434 0.000002 
3440 0.000002 
3444 0.000003 
3458 0.000002 
3459 0.000003 
3466 0.000003 
3468 0.000002 
3498 0.000002 
3501 0.000004 
3515 0.000004 
3541 0.000002 
3572 0.000003 
3574 0.000001 
3583 0.000002 
3619 0.000003 
3625 0.000003 
3626 0.000002 
3631 0.000002 
3656 0.000003 
3660 0.000003 
3685 0.000002 
3693 0.000002 
3703 0.000004 
3710 0.000003 
3725 0.000002 
3733 0.000003 
3738 0.000002 
3741 0.000003 
3751 0.000002 
3778 0.000004 
3786 0.000002 
3787 0.000002 
3792 0.000002 
3794 0.000004 
3802 0.000002 
3810 0.000003 
3825 0.000003 
3829 0.000002 
3836 0.000003 
3841 0.000003 
3843 0.000002 
3848 0.000002 
3853 0.000003 
3860 0.000003 
3863 0.000003 
3871 0.000003 
3877 0.000004 
3887 0.000002 
3892 0.000003 
3900 0.000003 
3905 0.000003 
3909 0.000003 
3918 0.000002 
3919 0.000002 
3922 0.000003 
3958 0.000003 
3963 0.000003 
3972 0.000004 
3981 0.000003 
3984 0.000002 
4023 0.000003 
4024 0.000002 
4029 0.000002 
4032 0.000002 
4033 0.000003 
4038 0.000002 
4042 0.000002 
4045 0.000002 
4052 0.000003 
4067 0.000004 
4073 0.000003 
4085 0.000002 
4094 0.000003 
4104 0.000002 
4107 0.000003 
4114 0.000002 
4115 0.000003 
4129 0.000003 
4132 0.000003 
4156 0.000002 
4196 0.000003 
4199 0.000002 
4200 0.000004 
4213 0.000002 
4223 0.000003 
4226 0.000003 
4295 0.000002 
4299 0.000003 
4301 0.000003 
4311 0.000003 
4316 0.000002 
4322 0.000002 
4330 0.000003 
4335 0.000001 
4336 0.000003 
4341 0.000002 
4347 0.000004 
4352 0.000002 
4364 0.000004 
4389 0.000002 
4390 0.000002 
4399 0.000003 
4406 0.000002 
4412 0.000003 
4438 0.000001 
4455 0.000002 
4472 0.000002 
4489 0.000004 
4504 0.000003 
4539 0.000003 
4549 0.000004 
4554 0.000002 
4558 0.000003 
4566 0.000003 
4568 0.000004 
4573 0.000003 
4580 0.000002 
4596 0.000002 
4598 0.000003 
4607 0.000002 
4608 0.000003 
4635 0.000002 
4650 0.000002 
4666 0.000002 
4682 0.000001 
4693 0.000003 
4699 0.000003 
4704 0.000003 
4708 0.000004 
4724 0.000003 
4725 0.000002 
4726 0.000003 
4737 0.000003 
4740 0.000002 
4748 0.000002 
4784 0.000002 
4804 0.000004 
4809 0.000003 
4829 0.000003 
4833 0.000004 
4836 0.000003 
4854 0.000003 
4856 0.000003 
4870 0.000004 
4878 0.000006 
4892 0.000003 
4894 0.000004 
4901 0.000001 
4912 0.000003 
4916 0.000002 
4922 0.000003 
4935 0.000003 
4939 0.000004 
4948 0.000003 
5001 0.000002 
5022 0.000003 
5037 0.000003 
5043 0.000002 
5047 0.000002 
5069 0.000002 
5087 0.000002 
5100 0.000003 
5105 0.000002 
5116 0.000003 
5129 0.000003 
5148 0.000003 
5167 0.000002 
5173 0.000003 
5210 0.000003 
5211 0.000003 
5223 0.000003 
5238 0.000002 
